# lambda_A, I_lambda[erg/s/cm2/A/arcsec2]  (CALSPEC solar x Leinert-1998 norm + IPD thermal)
1.670000000000000000e+04,8.629017930456546289e-19
1.672500000000000000e+04,8.330049160337049350e-19
1.675000000000000000e+04,8.442522478987489109e-19
1.677500000000000000e+04,8.308073334252198267e-19
1.680000000000000000e+04,8.076465756115428363e-19
1.682500000000000000e+04,7.863962635765150721e-19
1.685000000000000000e+04,8.234407923667413728e-19
1.687500000000000000e+04,8.254016170116197179e-19
1.690000000000000000e+04,8.194989594120462584e-19
1.692500000000000000e+04,8.312953401712655476e-19
1.695000000000000000e+04,8.256299089427334152e-19
1.697500000000000000e+04,8.220787278739770552e-19
1.700000000000000000e+04,8.103922777940259902e-19
1.702500000000000000e+04,8.011812632413244091e-19
1.705000000000000000e+04,8.030386992064945446e-19
1.707500000000000000e+04,7.972742911679284770e-19
1.710000000000000000e+04,7.950491368313470292e-19
1.712500000000000000e+04,7.652963514438420553e-19
1.715000000000000000e+04,7.970925407745127401e-19
1.717500000000000000e+04,7.893476756761937926e-19
1.720000000000000000e+04,7.791210276646831791e-19
1.722500000000000000e+04,7.756459819577509794e-19
1.725000000000000000e+04,7.548246031367143661e-19
1.727500000000000000e+04,7.650894767875586110e-19
1.730000000000000000e+04,7.668346177446562436e-19
1.732500000000000000e+04,7.524297012967287679e-19
1.735000000000000000e+04,7.104077077765831451e-19
1.737500000000000000e+04,7.096203946820501508e-19
1.740000000000000000e+04,7.367878833117315735e-19
1.742500000000000000e+04,7.351643897925601373e-19
1.745000000000000000e+04,7.430622097325805097e-19
1.747500000000000000e+04,7.304657077034233118e-19
1.750000000000000000e+04,7.305403370836406719e-19
1.752500000000000000e+04,7.276323330228007786e-19
1.755000000000000000e+04,7.346878383907649538e-19
1.757500000000000000e+04,7.315418737984353117e-19
1.760000000000000000e+04,7.291253803051430042e-19
1.762500000000000000e+04,7.081534660708872476e-19
1.765000000000000000e+04,7.207749784773720708e-19
1.767500000000000000e+04,7.204301611766304841e-19
1.770000000000000000e+04,7.123345231511748276e-19
1.772500000000000000e+04,7.142214591069387641e-19
1.775000000000000000e+04,7.106077451863578222e-19
1.777500000000000000e+04,6.980568850859811320e-19
1.780000000000000000e+04,6.966820128495766009e-19
1.782500000000000000e+04,6.948625032815575267e-19
1.785000000000000000e+04,6.931815394705755403e-19
1.787500000000000000e+04,6.944496232867291030e-19
1.790000000000000000e+04,6.933875471673466253e-19
1.792500000000000000e+04,6.866194501028764076e-19
1.795000000000000000e+04,6.809410841032023664e-19
1.797500000000000000e+04,6.801825661202457140e-19
1.800000000000000000e+04,6.771789357724579074e-19
1.802500000000000000e+04,6.640689291305382812e-19
1.805000000000000000e+04,6.716862558477829683e-19
1.807500000000000000e+04,6.681687984847988763e-19
1.810000000000000000e+04,6.669443425748272652e-19
1.812500000000000000e+04,6.595592213938438891e-19
1.815000000000000000e+04,6.478630759054316820e-19
1.817500000000000000e+04,6.119794424576861291e-19
1.820000000000000000e+04,6.205949944413827563e-19
1.822500000000000000e+04,6.260097821644707035e-19
1.825000000000000000e+04,6.456589144469889002e-19
1.827500000000000000e+04,6.412480424911956816e-19
1.830000000000000000e+04,6.412809812744559016e-19
1.832500000000000000e+04,6.370925506574646048e-19
1.835000000000000000e+04,6.336543569576996137e-19
1.837500000000000000e+04,6.296230976388495374e-19
1.840000000000000000e+04,6.265558446164924809e-19
1.842500000000000000e+04,6.147563696873176369e-19
1.845000000000000000e+04,6.210815548493808643e-19
1.847500000000000000e+04,6.115303351828663262e-19
1.850000000000000000e+04,6.164964764972782401e-19
1.852500000000000000e+04,6.178147852801494393e-19
1.855000000000000000e+04,6.104009679954971091e-19
1.857500000000000000e+04,6.065528997503637630e-19
1.860000000000000000e+04,6.025168045407062830e-19
1.862500000000000000e+04,5.951944961328383161e-19
1.865000000000000000e+04,5.954592842359135628e-19
1.867500000000000000e+04,5.880795589286056194e-19
1.870000000000000000e+04,5.922336639341005248e-19
1.872500000000000000e+04,5.746091194159640954e-19
1.875000000000000000e+04,5.407054096630205245e-19
1.877500000000000000e+04,5.267902614233770017e-19
1.880000000000000000e+04,5.722913460862778883e-19
1.882500000000000000e+04,5.814371673148453560e-19
1.885000000000000000e+04,5.756735894098831511e-19
1.887500000000000000e+04,5.730235639184783233e-19
1.890000000000000000e+04,5.676010385156766363e-19
1.892500000000000000e+04,5.615616404114241265e-19
1.895000000000000000e+04,5.520798284127522153e-19
1.897500000000000000e+04,5.527501592667255088e-19
1.900000000000000000e+04,5.592032539341969861e-19
1.902500000000000000e+04,5.702192215389565475e-19
1.905000000000000000e+04,5.587557174339241150e-19
1.907500000000000000e+04,5.583997669813870024e-19
1.910000000000000000e+04,5.589783418141825240e-19
1.912500000000000000e+04,5.471775395859369091e-19
1.915000000000000000e+04,5.561862613133128416e-19
1.917500000000000000e+04,5.509263925538296609e-19
1.920000000000000000e+04,5.423400388669339566e-19
1.922500000000000000e+04,5.496161680599625662e-19
1.925000000000000000e+04,5.423481391499342180e-19
1.927500000000000000e+04,5.382576079099289357e-19
1.930000000000000000e+04,5.301958825549214377e-19
1.932500000000000000e+04,5.233922256228834590e-19
1.935000000000000000e+04,5.312536019387330638e-19
1.937500000000000000e+04,5.313737269863701714e-19
1.940000000000000000e+04,5.192510730361213065e-19
1.942500000000000000e+04,5.207365585001601427e-19
1.945000000000000000e+04,4.747023420356204857e-19
1.947500000000000000e+04,4.900482207762315065e-19
1.950000000000000000e+04,5.111756027002588157e-19
1.952500000000000000e+04,4.961029132281316215e-19
1.955000000000000000e+04,5.200933593288956172e-19
1.957500000000000000e+04,5.173165242983722388e-19
1.960000000000000000e+04,5.137942889163925224e-19
1.962500000000000000e+04,5.084379634718309917e-19
1.965000000000000000e+04,4.948083942551162393e-19
1.967500000000000000e+04,5.053894187311896326e-19
1.970000000000000000e+04,5.067150118449533018e-19
1.972500000000000000e+04,4.897870227714161192e-19
1.975000000000000000e+04,4.985109537907355852e-19
1.977500000000000000e+04,4.939629674140486051e-19
1.980000000000000000e+04,4.893021018947083894e-19
1.982500000000000000e+04,4.910111792693630799e-19
1.985000000000000000e+04,4.874434600202132299e-19
1.987500000000000000e+04,4.847178851598817779e-19
1.990000000000000000e+04,4.929875267049684258e-19
1.992500000000000000e+04,4.852179360322253250e-19
1.995000000000000000e+04,4.772541064300880576e-19
1.997500000000000000e+04,4.801695080198614832e-19
2.000000000000000000e+04,4.820135439808547324e-19
2.002500000000000000e+04,4.785381154085654158e-19
2.005000000000000000e+04,4.746482756085015215e-19
2.007500000000000000e+04,4.758564277582159836e-19
2.010000000000000000e+04,4.767800571017677651e-19
2.012500000000000000e+04,4.740178461631179446e-19
2.015000000000000000e+04,4.709300477369916201e-19
2.017500000000000000e+04,4.709521905673610961e-19
2.020000000000000000e+04,4.654026481311318170e-19
2.022500000000000000e+04,4.551250282214518098e-19
2.025000000000000000e+04,4.620229755115685544e-19
2.027500000000000000e+04,4.604885510306308069e-19
2.030000000000000000e+04,4.508219860482885446e-19
2.032500000000000000e+04,4.587174715672977076e-19
2.035000000000000000e+04,4.520359329074689231e-19
2.037500000000000000e+04,4.459218802348729573e-19
2.040000000000000000e+04,4.490035649571239303e-19
2.042500000000000000e+04,4.491418535147569037e-19
2.045000000000000000e+04,4.503673819394310103e-19
2.047500000000000000e+04,4.476785159395952166e-19
2.050000000000000000e+04,4.452194629012343790e-19
2.052500000000000000e+04,4.394243856462610786e-19
2.055000000000000000e+04,4.410464398957264278e-19
2.057500000000000000e+04,4.398603987627244995e-19
2.060000000000000000e+04,4.322705971143370231e-19
2.062500000000000000e+04,4.377487943181553643e-19
2.065000000000000000e+04,4.235226862125483785e-19
2.067500000000000000e+04,4.335468818097340862e-19
2.070000000000000000e+04,4.259037116861534476e-19
2.072500000000000000e+04,4.272679487613523977e-19
2.075000000000000000e+04,4.293881008547758731e-19
2.077500000000000000e+04,4.277209617337695780e-19
2.080000000000000000e+04,4.203019528193197449e-19
2.082500000000000000e+04,4.224076532235762851e-19
2.085000000000000000e+04,4.159962823717258068e-19
2.087500000000000000e+04,4.203083379844372793e-19
2.090000000000000000e+04,4.190526104656060742e-19
2.092500000000000000e+04,4.056654331421532078e-19
2.095000000000000000e+04,4.088823769008676079e-19
2.097500000000000000e+04,4.089584105210879284e-19
2.100000000000000000e+04,4.102969328366897786e-19
2.102500000000000000e+04,4.088414185197118430e-19
2.105000000000000000e+04,4.094657256750247940e-19
2.107500000000000000e+04,4.085470088484642305e-19
2.110000000000000000e+04,4.018530520317954700e-19
2.112500000000000000e+04,4.043344084352760512e-19
2.115000000000000000e+04,4.010916665979108576e-19
2.117500000000000000e+04,3.973378457568286906e-19
2.120000000000000000e+04,3.964129670486537488e-19
2.122500000000000000e+04,3.961858248900314272e-19
2.125000000000000000e+04,3.902270461217126724e-19
2.127500000000000000e+04,3.933131482228997704e-19
2.130000000000000000e+04,3.929629487657901277e-19
2.132500000000000000e+04,3.929110437910133582e-19
2.135000000000000000e+04,3.894443510132879042e-19
2.137500000000000000e+04,3.857467762161273593e-19
2.140000000000000000e+04,3.877936123798190800e-19
2.142500000000000000e+04,3.865837709704777667e-19
2.145000000000000000e+04,3.830068453247068481e-19
2.147500000000000000e+04,3.816139123253914186e-19
2.150000000000000000e+04,3.821249518053746106e-19
2.152500000000000000e+04,3.789583845456822754e-19
2.155000000000000000e+04,3.778533590820853129e-19
2.157500000000000000e+04,3.769642657295771177e-19
2.160000000000000000e+04,3.739457636050816538e-19
2.162500000000000000e+04,3.690944173621022398e-19
2.165000000000000000e+04,3.537362874877804820e-19
2.167500000000000000e+04,3.380460516901433454e-19
2.170000000000000000e+04,3.607991549812705535e-19
2.172500000000000000e+04,3.650349191109711181e-19
2.175000000000000000e+04,3.645994027679464135e-19
2.177500000000000000e+04,3.587518653456669986e-19
2.180000000000000000e+04,3.618965447908224606e-19
2.182500000000000000e+04,3.571958556894630248e-19
2.185000000000000000e+04,3.617812130256856284e-19
2.187500000000000000e+04,3.562631276310253939e-19
2.190000000000000000e+04,3.543815018130940390e-19
2.192500000000000000e+04,3.584714120097609190e-19
2.195000000000000000e+04,3.566813226636153599e-19
2.197500000000000000e+04,3.557628937257228996e-19
2.200000000000000000e+04,3.546528742450028835e-19
2.202500000000000000e+04,3.524038550844716421e-19
2.205000000000000000e+04,3.489272352070374583e-19
2.207500000000000000e+04,3.379334473153661808e-19
2.210000000000000000e+04,3.466497687738872684e-19
2.212500000000000000e+04,3.480819850565401527e-19
2.215000000000000000e+04,3.459082952217474960e-19
2.217500000000000000e+04,3.427466773987347118e-19
2.220000000000000000e+04,3.438391308827649243e-19
2.222500000000000000e+04,3.427180894042559762e-19
2.225000000000000000e+04,3.398439480640898320e-19
2.227500000000000000e+04,3.358386287522917132e-19
2.230000000000000000e+04,3.379670577883919363e-19
2.232500000000000000e+04,3.377369376374086650e-19
2.235000000000000000e+04,3.370888028481751621e-19
2.237500000000000000e+04,3.326800604032944070e-19
2.240000000000000000e+04,3.303987057155859642e-19
2.242500000000000000e+04,3.306333561041639111e-19
2.245000000000000000e+04,3.310578318644940283e-19
2.247500000000000000e+04,3.283293796828307956e-19
2.250000000000000000e+04,3.272998614300818721e-19
2.252500000000000000e+04,3.266619383799431003e-19
2.255000000000000000e+04,3.212136087456497633e-19
2.257500000000000000e+04,3.237888598592248040e-19
2.260000000000000000e+04,3.241828241425797864e-19
2.262500000000000000e+04,3.168923328675668962e-19
2.265000000000000000e+04,3.200745327928606459e-19
2.267500000000000000e+04,3.188491570583986170e-19
2.270000000000000000e+04,3.192262605552173200e-19
2.272500000000000000e+04,3.170730696989970834e-19
2.275000000000000000e+04,3.154210747159136803e-19
2.277500000000000000e+04,3.165500830534759594e-19
2.280000000000000000e+04,3.150682181821281205e-19
2.282500000000000000e+04,3.016439409496054157e-19
2.285000000000000000e+04,3.109568889155053420e-19
2.287500000000000000e+04,3.103164700925244514e-19
2.290000000000000000e+04,3.104521146055535548e-19
2.292500000000000000e+04,3.089247265191186457e-19
2.295000000000000000e+04,2.984995947543035625e-19
2.297500000000000000e+04,3.002730588539389271e-19
2.300000000000000000e+04,3.011543675630446444e-19
2.302500000000000000e+04,3.023732974722234971e-19
2.305000000000000000e+04,3.019384798950536446e-19
2.307500000000000000e+04,3.012665203797701162e-19
2.310000000000000000e+04,2.997902541792110472e-19
2.312500000000000000e+04,2.990391215590206275e-19
2.315000000000000000e+04,2.983002118899042935e-19
2.317500000000000000e+04,2.938624246425173301e-19
2.320000000000000000e+04,2.946225224565415699e-19
2.322500000000000000e+04,2.898155879940574204e-19
2.325000000000000000e+04,2.834307022408038095e-19
2.327500000000000000e+04,2.857492944892869572e-19
2.330000000000000000e+04,2.893321360376589103e-19
2.332500000000000000e+04,2.865173158342617866e-19
2.335000000000000000e+04,2.872013541778736991e-19
2.337500000000000000e+04,2.835379657847640367e-19
2.340000000000000000e+04,2.854277787908489107e-19
2.342500000000000000e+04,2.862569966113715410e-19
2.345000000000000000e+04,2.853410360596911349e-19
2.347500000000000000e+04,2.841002704148844866e-19
2.350000000000000000e+04,2.839149641824563092e-19
2.352500000000000000e+04,2.730886375392882345e-19
2.355000000000000000e+04,2.722609307235974743e-19
2.357500000000000000e+04,2.744979909424149089e-19
2.360000000000000000e+04,2.747212529788688237e-19
2.362500000000000000e+04,2.769149236615955632e-19
2.365000000000000000e+04,2.756912926639299019e-19
2.367500000000000000e+04,2.752528674328078858e-19
2.370000000000000000e+04,2.727479364500413004e-19
2.372500000000000000e+04,2.729373458882689458e-19
2.375000000000000000e+04,2.644741455070337525e-19
2.377500000000000000e+04,2.719506811156293121e-19
2.380000000000000000e+04,2.719854273450893914e-19
2.382500000000000000e+04,2.685190222080459307e-19
2.385000000000000000e+04,2.545518383491209073e-19
2.387500000000000000e+04,2.587795346793887618e-19
2.390000000000000000e+04,2.644842180698897326e-19
2.392500000000000000e+04,2.634573211201753954e-19
2.395000000000000000e+04,2.633611913472399749e-19
2.397500000000000000e+04,2.633329528044091680e-19
2.400000000000000000e+04,2.615898438449786482e-19
2.402500000000000000e+04,2.624053410548928641e-19
2.405000000000000000e+04,2.614925354382505661e-19
2.407500000000000000e+04,2.603888837944914032e-19
2.410000000000000000e+04,2.599547194433445246e-19
2.412500000000000000e+04,2.597947382455280249e-19
2.415000000000000000e+04,2.475666743300919145e-19
2.417500000000000000e+04,2.469333628858303935e-19
2.420000000000000000e+04,2.530712110792453701e-19
2.422500000000000000e+04,2.534179240973000609e-19
2.425000000000000000e+04,2.516313913480914422e-19
2.427500000000000000e+04,2.514635153945049851e-19
2.430000000000000000e+04,2.520799587754422695e-19
2.432500000000000000e+04,2.512048199207429584e-19
2.435000000000000000e+04,2.486827657280523089e-19
2.437500000000000000e+04,2.466037904699143705e-19
2.440000000000000000e+04,2.483522038396196471e-19
2.442500000000000000e+04,2.484081245666281533e-19
2.445000000000000000e+04,2.468269605773021120e-19
2.447500000000000000e+04,2.413302845958766532e-19
2.450000000000000000e+04,2.396438659719208199e-19
2.452500000000000000e+04,2.392351646420548176e-19
2.455000000000000000e+04,2.412950378783018144e-19
2.457500000000000000e+04,2.365494001312821501e-19
2.460000000000000000e+04,2.394422981455400626e-19
2.462500000000000000e+04,2.410564465190586667e-19
2.465000000000000000e+04,2.407334706752276352e-19
2.467500000000000000e+04,2.396700519516847672e-19
2.470000000000000000e+04,2.346137195935454064e-19
2.472500000000000000e+04,2.381305549010909807e-19
2.475000000000000000e+04,2.345309357844904687e-19
2.477500000000000000e+04,2.366875687030404761e-19
2.480000000000000000e+04,2.292648292458771788e-19
2.482500000000000000e+04,2.260978423178526741e-19
2.485000000000000000e+04,2.322540926997613980e-19
2.487500000000000000e+04,2.280251084634706516e-19
2.490000000000000000e+04,2.321483034666211824e-19
2.492500000000000000e+04,2.315242275596705100e-19
2.495000000000000000e+04,2.290632462607812816e-19
2.497500000000000000e+04,2.294003306881621608e-19
2.500000000000000000e+04,2.294609687862368528e-19
2.502500000000000000e+04,2.291960440635689523e-19
2.505000000000000000e+04,2.284467649971615141e-19
2.507500000000000000e+04,2.273951495001473857e-19
2.510000000000000000e+04,2.262290947978651628e-19
2.512500000000000000e+04,2.250620489420279306e-19
2.515000000000000000e+04,2.238940116011778494e-19
2.517500000000000000e+04,2.232595782767974318e-19
2.520000000000000000e+04,2.228269071424010564e-19
2.522500000000000000e+04,2.223938609647373072e-19
2.525000000000000000e+04,2.219604398099209035e-19
2.527500000000000000e+04,2.213182575128015497e-19
2.530000000000000000e+04,2.205962326416577914e-19
2.532500000000000000e+04,2.198735919728306833e-19
2.535000000000000000e+04,2.191503354319128369e-19
2.537500000000000000e+04,2.183554466567244034e-19
2.540000000000000000e+04,2.175327116429059333e-19
2.542500000000000000e+04,2.167092782828856924e-19
2.545000000000000000e+04,2.158851464613301842e-19
2.547500000000000000e+04,2.151132728507091078e-19
2.550000000000000000e+04,2.143611170212040777e-19
2.552500000000000000e+04,2.136083238396274764e-19
2.555000000000000000e+04,2.128548932400753293e-19
2.557500000000000000e+04,2.120838432590352245e-19
2.560000000000000000e+04,2.113055730190771175e-19
2.562500000000000000e+04,2.105266454481768256e-19
2.565000000000000000e+04,2.097470604791733919e-19
2.567500000000000000e+04,2.093828048143607395e-19
2.570000000000000000e+04,2.091800176674378182e-19
2.572500000000000000e+04,2.089770570222115845e-19
2.575000000000000000e+04,2.087739231268778581e-19
2.577500000000000000e+04,2.077770142505955477e-19
2.580000000000000000e+04,2.064689581430049895e-19
2.582500000000000000e+04,2.051598046277205446e-19
2.585000000000000000e+04,2.038495533842122441e-19
2.587500000000000000e+04,2.033758911970519511e-19
2.590000000000000000e+04,2.032311558166611259e-19
2.592500000000000000e+04,2.030862995506215500e-19
2.595000000000000000e+04,2.029413227036278351e-19
2.597500000000000000e+04,2.025043915768992337e-19
2.600000000000000000e+04,2.019517455374116202e-19
2.602500000000000000e+04,2.013986386879780061e-19
2.605000000000000000e+04,2.008450711316801326e-19
2.607500000000000000e+04,2.000720842529375507e-19
2.610000000000000000e+04,1.992114406902695080e-19
2.612500000000000000e+04,1.983500803885821270e-19
2.615000000000000000e+04,1.974880033023202551e-19
2.617500000000000000e+04,1.956739405435260353e-19
2.620000000000000000e+04,1.934783008192417875e-19
2.622500000000000000e+04,1.912808287287962404e-19
2.625000000000000000e+04,1.890815235382406514e-19
2.627500000000000000e+04,1.891820548641648390e-19
2.630000000000000000e+04,1.902072121794216379e-19
2.632500000000000000e+04,1.912332372970338325e-19
2.635000000000000000e+04,1.922601311916218581e-19
2.637500000000000000e+04,1.921048117788164249e-19
2.640000000000000000e+04,1.914716058376849108e-19
2.642500000000000000e+04,1.908378800706438498e-19
2.645000000000000000e+04,1.902036345930992494e-19
2.647500000000000000e+04,1.896842600359521359e-19
2.650000000000000000e+04,1.892113101451241578e-19
2.652500000000000000e+04,1.887379768410927383e-19
2.655000000000000000e+04,1.882642603376491734e-19
2.657500000000000000e+04,1.874996327207370818e-19
2.660000000000000000e+04,1.866157980100908919e-19
2.662500000000000000e+04,1.857312379882704074e-19
2.665000000000000000e+04,1.848459526671454717e-19
2.667500000000000000e+04,1.843994753726115954e-19
2.670000000000000000e+04,1.841329943035937955e-19
2.672500000000000000e+04,1.838663073636821987e-19
2.675000000000000000e+04,1.835994149040006526e-19
2.677500000000000000e+04,1.833285971610232134e-19
2.680000000000000000e+04,1.830560374948566160e-19
2.682500000000000000e+04,1.827832689809690495e-19
2.685000000000000000e+04,1.825102919816500847e-19
2.687500000000000000e+04,1.820288365765639933e-19
2.690000000000000000e+04,1.814606630196958297e-19
2.692500000000000000e+04,1.808920352492254049e-19
2.695000000000000000e+04,1.803229534864846806e-19
2.697500000000000000e+04,1.798044663227527136e-19
2.700000000000000000e+04,1.793087996954955835e-19
2.702500000000000000e+04,1.788150286084297267e-19
2.705000000000000000e+04,1.783231454355950520e-19
2.707500000000000000e+04,1.778331425973428130e-19
2.710000000000000000e+04,1.773450125600910871e-19
2.712500000000000000e+04,1.768587478360845880e-19
2.715000000000000000e+04,1.763743409831536599e-19
2.717500000000000000e+04,1.758917846044759675e-19
2.720000000000000000e+04,1.754110713483403047e-19
2.722500000000000000e+04,1.749321939079097535e-19
2.725000000000000000e+04,1.744551450209891762e-19
2.727500000000000000e+04,1.739799174697911905e-19
2.730000000000000000e+04,1.735065040807061176e-19
2.732500000000000000e+04,1.730348977240723629e-19
2.735000000000000000e+04,1.725650913139473027e-19
2.737500000000000000e+04,1.720970778078815410e-19
2.740000000000000000e+04,1.716308502066931907e-19
2.742500000000000000e+04,1.711664015542434543e-19
2.745000000000000000e+04,1.707037249372150703e-19
2.747500000000000000e+04,1.702428134848900842e-19
2.750000000000000000e+04,1.697836603689304859e-19
2.752500000000000000e+04,1.693262588031602658e-19
2.755000000000000000e+04,1.688706020433472559e-19
2.757500000000000000e+04,1.684166833869881712e-19
2.760000000000000000e+04,1.679644961730939656e-19
2.762500000000000000e+04,1.675140337819762455e-19
2.765000000000000000e+04,1.670652896350362605e-19
2.767500000000000000e+04,1.666182571945536290e-19
2.770000000000000000e+04,1.661729299634775189e-19
2.772500000000000000e+04,1.657293014852183343e-19
2.775000000000000000e+04,1.652873653434412803e-19
2.777500000000000000e+04,1.648471151618608896e-19
2.780000000000000000e+04,1.644085446040362005e-19
2.782500000000000000e+04,1.639716473731686785e-19
2.785000000000000000e+04,1.635364172118998489e-19
2.787500000000000000e+04,1.631028479021107118e-19
2.790000000000000000e+04,1.626709332647226727e-19
2.792500000000000000e+04,1.622406671594989309e-19
2.795000000000000000e+04,1.618120434848479629e-19
2.797500000000000000e+04,1.613850561776274624e-19
2.800000000000000000e+04,1.609596992129493640e-19
2.802500000000000000e+04,1.605359666039871780e-19
2.805000000000000000e+04,1.601138524017826030e-19
2.807500000000000000e+04,1.596933506950548105e-19
2.810000000000000000e+04,1.592744556100106450e-19
2.812500000000000000e+04,1.588571613101548712e-19
2.815000000000000000e+04,1.584414619961030700e-19
2.817500000000000000e+04,1.580273519053942218e-19
2.820000000000000000e+04,1.576148253123049261e-19
2.822500000000000000e+04,1.572038765276658607e-19
2.825000000000000000e+04,1.567944998986769401e-19
2.827500000000000000e+04,1.563866898087251953e-19
2.830000000000000000e+04,1.559804406772039527e-19
2.832500000000000000e+04,1.555757469593317486e-19
2.835000000000000000e+04,1.551726031459731457e-19
2.837500000000000000e+04,1.547710037634606563e-19
2.840000000000000000e+04,1.543709433734167630e-19
2.842500000000000000e+04,1.539724165725788270e-19
2.845000000000000000e+04,1.535754179926222399e-19
2.847500000000000000e+04,1.531799422999878361e-19
2.850000000000000000e+04,1.527859841957066333e-19
2.852500000000000000e+04,1.523935384152292675e-19
2.855000000000000000e+04,1.520025997282537905e-19
2.857500000000000000e+04,1.516131629385552972e-19
2.860000000000000000e+04,1.512252228838162998e-19
2.862500000000000000e+04,1.508387744354588828e-19
2.865000000000000000e+04,1.504538124984765209e-19
2.867500000000000000e+04,1.500703320112677512e-19
2.870000000000000000e+04,1.496883279454702061e-19
2.872500000000000000e+04,1.493077953057959944e-19
2.875000000000000000e+04,1.489287291298680695e-19
2.877500000000000000e+04,1.485511244880565734e-19
2.880000000000000000e+04,1.481749764833177088e-19
2.882500000000000000e+04,1.478002802510312868e-19
2.885000000000000000e+04,1.474270309588415487e-19
2.887500000000000000e+04,1.470552238064973862e-19
2.890000000000000000e+04,1.466848540256929706e-19
2.892500000000000000e+04,1.463159168799115116e-19
2.895000000000000000e+04,1.459484076642668982e-19
2.897500000000000000e+04,1.455823217053486124e-19
2.900000000000000000e+04,1.452176543610662594e-19
2.902500000000000000e+04,1.448544010204951073e-19
2.905000000000000000e+04,1.444925571037223019e-19
2.907500000000000000e+04,1.441321180616951998e-19
2.910000000000000000e+04,1.437730793760678716e-19
2.912500000000000000e+04,1.434154365590512645e-19
2.915000000000000000e+04,1.430591851532624024e-19
2.917500000000000000e+04,1.427043207315746683e-19
2.920000000000000000e+04,1.423508388969696286e-19
2.922500000000000000e+04,1.419987352823883270e-19
2.925000000000000000e+04,1.416480055505848175e-19
2.927500000000000000e+04,1.412986453939792401e-19
2.930000000000000000e+04,1.409506505345121242e-19
2.932500000000000000e+04,1.406040167234999677e-19
2.935000000000000000e+04,1.402587397414903595e-19
2.937500000000000000e+04,1.399148153981195803e-19
2.940000000000000000e+04,1.395722395319685919e-19
2.942500000000000000e+04,1.392310080104218177e-19
2.945000000000000000e+04,1.388911167295262615e-19
2.947500000000000000e+04,1.385525616138499755e-19
2.950000000000000000e+04,1.382153386163429840e-19
2.952500000000000000e+04,1.378794437181980628e-19
2.955000000000000000e+04,1.375448729287120725e-19
2.957500000000000000e+04,1.372116222851483501e-19
2.960000000000000000e+04,1.368796878525999449e-19
2.962500000000000000e+04,1.365490657238525637e-19
2.965000000000000000e+04,1.362197520192497318e-19
2.967500000000000000e+04,1.358917428865572321e-19
2.970000000000000000e+04,1.355650345008289151e-19
2.972500000000000000e+04,1.352396230642731123e-19
2.975000000000000000e+04,1.349155048061193375e-19
2.977500000000000000e+04,1.345926759824863606e-19
2.980000000000000000e+04,1.342711328762499683e-19
2.982500000000000000e+04,1.339508717969121697e-19
2.985000000000000000e+04,1.336318890804708105e-19
2.987500000000000000e+04,1.333141810892892601e-19
2.990000000000000000e+04,1.329977442119679999e-19
2.992500000000000000e+04,1.326825748632152973e-19
2.995000000000000000e+04,1.323686694837194926e-19
2.997500000000000000e+04,1.320560245400218630e-19
3.000000000000000000e+04,1.317446365243893916e-19
3.002500000000000000e+04,1.314345019546892203e-19
